x,y,value,Group,Fill
368201.026326976,7173998.12694187,0.000593999734153983,1,0
368633.778864829,7173998.12694187,0.000509467092801233,1,0
369066.531402682,7173998.12694187,0.000424934451448495,1,0
369499.283940536,7173998.12694187,0.000340401810095734,1,0
369932.036478389,7173998.12694187,0.000255869168742996,1,0
370364.789016242,7173998.12694187,0.000171336527390246,1,0
370797.541554095,7173998.12694187,8.68038860374969e-05,1,0
371230.294091949,7173998.12694187,2.27124468475882e-06,1,0
371663.046629802,7173998.12694187,-8.22613966680021e-05,1,0
372095.799167655,7173998.12694187,-0.00016679403802074,1,0
372528.551705508,7173998.12694187,-0.000265365384483993,1,0
372961.304243362,7173998.12694187,-0.000406632689311564,1,0
373394.056781215,7173998.12694187,-0.000547899994139115,1,-0.003
373826.809319068,7173998.12694187,-0.000689167298966705,1,-0.003
374259.561856921,7173998.12694187,-0.000830434603794256,1,-0.003
374692.314394775,7173998.12694187,-0.000971701908621826,1,-0.003
375125.066932628,7173998.12694187,-0.0011129692134494,1,-0.003
375557.819470481,7173998.12694187,-0.00125423651827695,1,-0.003
375990.572008334,7173998.12694187,-0.00139550382310454,1,-0.003
376423.324546188,7173998.12694187,-0.00153677112793209,1,-0.003
376856.077084041,7173998.12694187,-0.00167803843275966,1,-0.003
377288.829621894,7173998.12694187,-0.00181930573758723,1,-0.003
377721.582159747,7173998.12694187,-0.0019605730424148,1,-0.003
378154.334697601,7173998.12694187,-0.00210184034724237,1,-0.003
378587.087235454,7173998.12694187,-0.00224310765206992,1,-0.003
379019.839773307,7173998.12694187,-0.00238437495689749,1,-0.003
379452.59231116,7173998.12694187,-0.00252564226172506,1,-0.003
379885.344849014,7173998.12694187,-0.00266690956655263,1,-0.003
380318.097386867,7173998.12694187,-0.00280817687138021,1,-0.005
380750.84992472,7173998.12694187,-0.00294944417620776,1,-0.005
381183.602462573,7173998.12694187,-0.00309071148103533,1,-0.005
381616.355000427,7173998.12694187,-0.0032319787858629,1,-0.005
382049.10753828,7173998.12694187,-0.00337324609069047,1,-0.005
329686.050458037,7175216.28676157,0.00233387309034324,1,0
330118.80299589,7175216.28676157,0.00235221896386582,1,0
330551.555533743,7175216.28676157,0.00237364931710608,1,0
330984.308071597,7175216.28676157,0.00239701521980068,1,0
